Baseline,SDG Push,JET SDG,Year,indicator,Country/Region,Enhanced NDC
8.14112,8.14112,8.14112,2019,Pov215_Number,AFG,8.14112
9.25694,9.25694,9.25694,2020,Pov215_Number,AFG,9.25694
11.96,11.96,11.96,2021,Pov215_Number,AFG,11.96
15.05,15.05,15.05,2022,Pov215_Number,AFG,15.05
17.13,17.13,17.13,2023,Pov215_Number,AFG,17.13
18.95,18.95,18.95,2024,Pov215_Number,AFG,18.95
20.62,20.24,20.23,2025,Pov215_Number,AFG,20.61
21.64,21.01,21.01,2026,Pov215_Number,AFG,21.63
21.86,21.02,21.02,2027,Pov215_Number,AFG,21.85
21.71,20.79,20.78,2028,Pov215_Number,AFG,21.7
21.66,20.59,20.61,2029,Pov215_Number,AFG,21.67
21.61,20.37,20.36,2030,Pov215_Number,AFG,21.58
21.81,20.39,20.25,2031,Pov215_Number,AFG,21.66
22.72,21.09,20.8,2032,Pov215_Number,AFG,22.39
24.12,22.33,21.91,2033,Pov215_Number,AFG,23.63
25.86,23.88,23.35,2034,Pov215_Number,AFG,25.24
27.8,25.52,24.93,2035,Pov215_Number,AFG,27.16
29.88,27.1,26.55,2036,Pov215_Number,AFG,29.32
32.03,28.53,27.9,2037,Pov215_Number,AFG,31.63
34.12,29.7,29.15,2038,Pov215_Number,AFG,33.9
35.81,30.59,30.18,2039,Pov215_Number,AFG,35.44
36.58,31.09,30.71,2040,Pov215_Number,AFG,36.13
37.32,31.16,30.68,2041,Pov215_Number,AFG,36.82
38.06,30.82,30.11,2042,Pov215_Number,AFG,37.47
38.39,30.26,29.2,2043,Pov215_Number,AFG,37.02
38.18,29.52,28.15,2044,Pov215_Number,AFG,36.58
37.89,28.57,27.06,2045,Pov215_Number,AFG,36.14
37.46,27.45,25.92,2046,Pov215_Number,AFG,35.7
36.86,26.28,24.72,2047,Pov215_Number,AFG,35.16
36.13,25.12,23.48,2048,Pov215_Number,AFG,34.35
35.3,24.0,22.29,2049,Pov215_Number,AFG,33.41
34.29,22.86,21.12,2050,Pov215_Number,AFG,32.39
33.24,21.77,20.21,2051,Pov215_Number,AFG,31.42
32.23,20.78,19.4,2052,Pov215_Number,AFG,30.43
31.32,19.86,18.58,2053,Pov215_Number,AFG,29.57
30.5,18.98,17.78,2054,Pov215_Number,AFG,28.89
29.77,18.14,17.0,2055,Pov215_Number,AFG,28.36
29.09,17.26,16.27,2056,Pov215_Number,AFG,27.93
28.44,16.42,15.58,2057,Pov215_Number,AFG,27.58
27.85,15.64,14.95,2058,Pov215_Number,AFG,27.29
27.3,14.89,14.36,2059,Pov215_Number,AFG,27.02
